name,number,position,status,height,weight,experience,college,team_key
Ashton Dulin,16,WR,ACT,74,215,4,Malone,19
Sam Ehlinger,4,QB,ACT,73,222,2,Texas,19
Brandon Facyson,31,DB,ACT,74,197,5,Virginia Tech,19
Ethan Fernea,7,WR,DEV,71,195,,R,19
Dallis Flowers,33,CB,ACT,73,196,,R,19
Nick Foles,9,QB,ACT,78,243,11,Arizona,19
Zaire Franklin,44,OLB,ACT,72,235,5,Syracuse,19
Wesley French,62,C,ACT,76,307,,R,19
Will Fries,75,G,ACT,78,309,2,Penn State,19
Jake Funk,,RB,DEV,70,205,2,Maryland,19
Stephon Gilmore,5,CB,ACT,72,190,11,South Carolina,19
Kylen Granson,83,TE,ACT,75,242,2,SMU,19
Nakia Griffin-Stewart,,TE,CUT,77,260,1,Pittsburgh,19
Matt Haack,6,P,ACT,72,205,6,Arizona State,19
Arlington Hambright,64,G,DEV,77,300,2,Colorado,19
De'Michael Harris,12,WR,CUT,69,185,2,Southern Mississippi,19
Lucas Havrisik,,K,CUT,74,188,,R,19
Nyheim Hines,21,RB,TRD,69,198,5,N.C. State,19
Deon Jackson,35,RB,ACT,72,218,2,Duke,19
Eric Johnson,93,DT,ACT,76,299,,R,19
Nikola Kalinic,48,TE,DEV,76,245,1,York (Canada),19
Khalid Kareem,55,DE,ACT,76,268,3,Notre Dame,19
Dennis Kelly,73,OT,ACT,80,321,11,Purdue,19
Ryan Kelly,78,C,ACT,76,307,7,Alabama,19
Shaquille Leonard,53,OLB,RES,74,230,5,South Carolina State,19
Tyquan Lewis,94,DE,RES,75,277,5,Ohio State,19
Phillip Lindsay,30,RB,CUT,68,190,5,Colorado,19
Chase McLaughlin,3,K,ACT,72,180,4,Illinois,19
Rodney McLeod,26,S,ACT,70,183,11,Virginia,19
Kenny Moore II,23,CB,ACT,69,190,6,Valdosta State,19
Zack Moss,21,RB,ACT,69,205,3,Utah,19
Jordan Murray,71,OT,DEV,81,325,1,North Texas,19
Quenton Nelson,56,G,ACT,77,330,5,Notre Dame,19
Yannick Ngakoue,91,DE,ACT,74,246,7,Maryland,19
Ty Nsekhe,,OT,TRC,80,325,8,Texas State-San Marcos,19
Ifeadi Odenigbo,59,DE,ACT,75,258,5,Northwestern,19
Dayo Odeyingbo,54,DE,ACT,78,276,2,Vanderbilt,19
Carter O'Donnell,61,G,RES,77,305,1,Alberta (Canada),19
Andrew Ogletree,85,TE,RES,77,260,,R,19
Bobby Okereke,58,OLB,ACT,73,235,4,Stanford,19
Segun Olubi,50,LB,DEV,74,220,,R,19
Dezmon Patmon,10,WR,DEV,76,225,3,Washington State,19
Kwity Paye,51,DE,ACT,74,261,2,Michigan,19
Alec Pierce,14,WR,ACT,75,211,,R,19
Danny Pinter,63,G,ACT,76,306,3,Ball State,19
Michael Pittman,11,WR,ACT,76,223,3,USC,19
D'vonte Price,27,RB,DEV,73,210,,R,19
Matt Pryor,69,G,ACT,79,332,5,TCU,19
Bernhard Raimann,79,OT,ACT,78,303,,R,19
Will Redmond,29,CB,TRT,71,186,7,Mississippi State,19
Luke Rhodes,46,LS,ACT,74,238,6,William & Mary,19
Forrest Rhyne,49,LB,DEV,73,233,,R,19
Isaiah Rodgers,34,CB,ACT,70,170,3,UMass Amherst,19
Matt Ryan,2,QB,ACT,76,220,15,Boston College,19
Rigoberto Sanchez,8,P,RES,72,195,6,Hawaii,19
Jared Scott,,TE,CUT,78,240,,R,19
Braden Smith,72,OT,ACT,78,315,5,Auburn,19
Ryan Smith,23,CB,TRC,71,189,7,North Carolina Central,19
Vyncint Smith,,WR,DEV,75,202,4,Limestone,19
E.J. Speed,45,MLB,ACT,75,224,4,Tarleton State,19
Grover Stewart,90,DT,ACT,76,315,6,Albany State (GA),19
Mike Strachan,17,WR,ACT,77,225,2,Charleston,19
Grant Stuard,41,LB,ACT,71,230,2,Houston,19
Jonathan Taylor,28,RB,ACT,70,226,3,Wisconsin,19
Luke Tenuta,76,OT,TRC,80,314,,R,19
Rodney Thomas,25,FS,ACT,73,196,,R,19
Armani Watts,33,DB,RES,71,205,5,Texas A&M,19
Chris Wilcox,40,CB,CUT,74,195,1,BYU,19
Jordan Wilkins,20,RB,DEV,73,212,5,Mississippi,19
Chris Williams,95,DT,ACT,74,300,2,Wagner,19
Jelani Woods,80,TE,ACT,79,253,,R,19
Jalen Wydermyer,,TE,DEV,77,265,,R,19
Henry Anderson,94,DE,ACT,78,301,8,Stanford,4
Robbie Anderson,3,WR,TRD,75,190,7,Temple,4
Josh Babicz,,TE,TRD,78,255,,R,4
Amare Barno,90,DE,ACT,78,245,,R,4
Taylor Bertolet,,K,TRC,69,188,1,Texas A&M,4
Raheem Blackshear,20,RB,ACT,69,190,,R,4
Marquise Blair,27,DB,TRD,73,196,4,Utah,4
Bradley Bozeman,56,C,ACT,77,325,5,Alabama,4
Deonte Brown,77,G,DEV,76,335,2,Alabama,4
Derrick Brown,95,DT,ACT,77,320,3,Auburn,4
Spencer Brown,41,RB,DEV,72,220,1,UAB,4
Brian Burns,53,DE,ACT,77,250,4,Florida State,4
Juston Burris,31,FS,ACT,72,210,7,N.C. State,4
T.J. Carrie,27,DB,ACT,72,205,9,Ohio,4
Sean Chandler,34,SAF,ACT,70,200,4,Temple,4
Davis Cheek,4,QB,DEV,75,217,,R,4
Jeremy Chinn,21,FS,ACT,75,220,3,Southern Illinois,4
Brady Christensen,70,G,ACT,78,300,2,BYU,4
Larnel Coleman,74,OT,ACT,78,310,2,UMass Amherst,4
Austin Corbett,63,G,ACT,76,306,5,Nevada,4
Matt Corral,9,QB,RES,74,205,,R,4
Sam Darnold,14,QB,ACT,75,225,5,USC,4
Jacob Eason,16,QB,TRD,78,231,3,Washington,4
Ikem Ekwonu,79,OT,ACT,76,320,,R,4
Pat Elflein,60,C,RES,75,305,6,Ohio State,4
Emeka Emezie,,WR,TRT,75,212,,R,4
Cameron Erving,75,G,ACT,77,315,8,Florida State,4
D'Onta Foreman,33,RB,ACT,73,236,5,Texas,4
Sam Franklin,42,SAF,ACT,75,210,3,Temple,4
Zane Gonzalez,5,K,RES,72,200,6,Arizona State,4
Isaiah Graham-Mobley,52,LB,CUT,73,230,,R,4
Shaq Thompson,7,OLB,ACT,72,230,8,Washington,4
Yetur Gross-Matos,97,DE,ACT,77,265,3,Penn State,4
Madre Harper,36,CB,DEV,73,196,2,Southern Illinois,4
Myles Hartsfield,38,FS,ACT,71,210,3,Mississippi,4
Tae Hayes,36,DB,CUT,69,188,2,Appalachian State,4
Marquis Haynes,98,DE,ACT,74,235,5,Mississippi,4
Johnny Hekker,10,P,ACT,77,241,11,Oregon State,4
C.J. Henderson,24,CB,ACT,73,204,3,Florida,4
Frank Herron,69,DE,CUT,77,276,2,LSU,4
Gavin Heslop,44,DB,DEV,72,197,2,Stony Brook,4
Rashard Higgins,17,WR,ACT,73,198,7,Colorado State,4
Jaycee Horn,8,CB,ACT,73,200,2,South Carolina,4
Phil Hoskins,71,DT,DEV,77,280,2,Kentucky,4
Chuba Hubbard,30,RB,ACT,73,210,2,Oklahoma State,4
Matthew Ioannidis,99,DT,ACT,75,310,7,Temple,4
Joel Iyiegbuniwe,51,LB,ACT,73,235,5,Western Kentucky,4
Donte Jackson,26,CB,RES,70,180,4,LSU,4
J.J. Jansen,44,LS,ACT,74,235,15,Notre Dame,4
Kobe Jones,91,LB,DEV,76,260,1,Mississippi State,4
Mike Jordan,73,G,ACT,78,315,4,Ohio State,4
D'Eriq King,,QB,CUT,71,202,1,Miami,4
Austin Larkin,96,DE,CUT,75,265,2,Purdue,4
Cory Littleton,55,OLB,ACT,75,230,7,Washington,4
John Lovett,37,RB,CUT,72,209,,R,4
Frankie Luvu,49,OLB,ACT,75,236,5,Washington State,4
Terrace Marshall Jr.,88,WR,ACT,74,200,2,LSU,4
Baker Mayfield,6,QB,TRD,73,215,5,Oklahoma,4
Cade Mays,64,G,ACT,78,325,,R,4
Christian McCaffrey,22,RB,TRD,71,205,6,Stanford,4
Marquan McCall,78,DT,ACT,75,379,,R,4
Nate McCrary,47,RB,DEV,72,213,1,Saginaw Valley State,4
D.J. Moore,2,WR,ACT,72,210,5,Maryland,4
Arron Mosby,46,LB,DEV,76,245,,R,4
Taylor Moton,72,OT,ACT,77,325,6,Western Michigan,4
Daviyon Nixon,54,DT,ACT,75,305,2,Iowa,4
Eddy Pineiro,4,K,ACT,72,185,5,Florida,4
Giovanni Ricci,45,TE,ACT,75,240,2,Western Michigan,4
Andre Roberts,18,WR,RES,71,195,13,The Citadel,4
Kenny Robinson,27,SAF,DEV,74,200,3,West Virginia,4
Bravvion Roy,93,DT,ACT,73,330,3,Baylor,4
C.J. Saunders,81,WR,DEV,70,190,1,Ohio State,4
Delontae Scott,,DE,CUT,77,246,1,SMU,4
Laviska Shenault Jr.,15,WR,ACT,73,225,3,Colorado,4
Brandon Smith,40,LB,ACT,75,241,,R,4
Shi Smith,12,WR,ACT,70,190,2,South Carolina,4
Julian Stanford,50,LB,TRC,73,230,9,Wagner,4
Stephen Sullivan,84,TE,ACT,77,245,1,LSU,4
Keith Taylor,28,CB,ACT,77,195,2,Washington,4
Sam Tecklenburg,68,C,DEV,76,310,2,Baylor,4
Ian Thomas,80,TE,ACT,76,260,5,Indiana,4
Stantley Thomas-Oliver,23,CB,RES,72,190,3,Florida International,4
Colin Thompson,86,TE,DEV,76,255,3,Temple,4
Tommy Tremble,82,TE,ACT,76,250,2,Notre Dame,4
PJ Walker,11,QB,ACT,71,210,3,Temple,4
Preston Williams,18,WR,DEV,77,224,4,Colorado State,4
Raequan Williams,99,DT,DEV,76,305,2,Michigan State,4
Damien Wilson,57,MLB,ACT,72,260,8,Minnesota,4
Xavier Woods,25,S,ACT,71,208,6,Louisiana Tech,4
Chandler Wooten,50,LB,ACT,75,230,,R,4
Derek Wright,83,WR,DEV,73,195,,R,4
Mark Andrews,89,TE,ACT,77,247,5,Oklahoma,30
Jalyn Armour-Davis,5,CB,RES,73,195,,R,30
Jeremiah Attaochu,50,LB,TRD,75,252,9,Georgia Tech,30
Tyler Badie,30,RB,DEV,68,197,,R,30
Rashod Bateman,7,WR,RES,73,197,2,Minnesota,30
Vince Biegel,47,LB,RES,75,246,6,Wisconsin,30
Slade Bolden,82,WR,CUT,71,189,,R,30
Tyus Bowser,54,LB,ACT,75,242,6,Houston,30
Nick Boyle,86,TE,ACT,76,261,8,Delaware,30
Shemar Bridges,85,WR,DEV,77,210,,R,30
Anthony Brown,12,QB,ACT,73,217,,R,30
Josh Bynes,56,ILB,ACT,73,235,11,Auburn,30
Calais Campbell,93,DE,ACT,80,307,15,Miami,30
T.J. Carrie,,DB,TRC,72,205,9,Ohio,30
Chuck Clark,36,S,ACT,72,209,6,Virginia Tech,30
Ben Cleveland,66,G,ACT,78,370,2,Georgia,30
Trystan Colon,63,C,ACT,75,320,3,Missouri,30
Brandon Copeland,51,OLB,CUT,75,263,8,Penn,30
Mike Davis,28,RB,CUT,69,223,8,South Carolina,30
J.K. Dobbins,27,RB,ACT,70,212,3,Ohio State,30
Kenyan Drake,17,RB,ACT,73,216,7,Alabama,30
Devin Duvernay,13,WR,ACT,71,202,3,Texas,30
Gus Edwards,35,RB,ACT,73,238,5,Rutgers,30
Daniel Faalele,77,OT,ACT,80,380,,R,30
Kyler Fackrell,,LB,CUT,77,245,7,Utah State,30
Kyle Fuller,23,CB,RES,71,200,9,Virginia Tech,30
Bailey Gaither,,WR,CUT,73,182,1,San Jose State,30
Kyle Hamilton,14,SAF,ACT,76,220,,R,30
Malik Harrison,40,ILB,ACT,75,259,3,Ohio State,30
Daelin Hayes,59,LB,RES,76,253,2,Notre Dame,30
Justice Hill,43,RB,ACT,70,200,4,Oklahoma State,30
Justin Houston,50,OLB,ACT,75,270,12,Georgia,30
Marlon Humphrey,44,CB,ACT,72,205,6,Alabama,30
Brett Hundley,,QB,DEV,75,226,8,UCLA,30
Tyler Huntley,2,QB,ACT,73,204,3,Utah,30
Andy Isabella,,WR,DEV,69,188,4,UMass Amherst,30
DeSean Jackson,1,WR,ACT,70,175,15,California,30
Lamar Jackson,8,QB,ACT,74,230,5,Louisville,30
Ja'Wuan James,71,OT,RES,78,323,7,Tennessee,30
Zack Johnson,68,G,DEV,78,301,1,North Dakota State,30
Travis Jones,98,NT,ACT,76,334,,R,30
Devon Kennard,,OLB,CUT,75,256,9,USC,30
Bopete Keyes,,CB,DEV,73,200,3,Tulane,30
A.J. Klein,54,OLB,TRD,73,240,10,Iowa State,30
Charlie Kolar,88,TE,ACT,78,250,,R,30
Isaiah Likely,80,TE,ACT,76,241,,R,30
Tyler Linderbaum,64,C,ACT,74,305,,R,30
Isaiah Mack,94,DT,DEV,73,299,3,Tennessee-Chattanooga,30
Justin Madubuike,92,DE,ACT,75,293,3,Texas A&M,30
Ben Mason,38,TE,DEV,75,256,1,Michigan,30
Kahlil McKenzie,69,G,DEV,75,326,3,Tennessee,30
Steven Means,60,LB,RES,75,263,8,Buffalo,30
Patrick Mekari,65,OT,ACT,76,305,4,California,30
Jeremiah Moon,51,LB,DEV,77,247,,R,30
Nick Moore,46,LS,ACT,74,253,2,Georgia,30
Morgan Moses,78,OT,ACT,78,320,9,Virginia,30
Rayshad Nichols,91,DT,DEV,74,305,,R,30
David Ojabo,90,LB,ACT,76,255,,R,30
Josh Oliver,84,TE,ACT,77,259,4,San Jose State,30
Odafe Oweh,99,OLB,ACT,77,257,2,Penn State,30
Ricky Person,31,RB,NWT,72,217,,R,30
Marcus Peters,24,CB,ACT,72,197,8,Washington,30
Del'Shawn Phillips,53,LB,ACT,74,230,3,Illinois,30
Michael Pierce,58,NT,RES,72,355,6,Samford,30
Jason Pierre-Paul,4,OLB,ACT,77,275,13,University of South Florida,30
Makai Polk,18,WR,TRC,75,197,,R,30
Ben Powers,72,G,ACT,76,338,4,Oklahoma,30
James Proche,3,WR,ACT,71,191,3,SMU,30
Patrick Queen,6,OLB,ACT,72,237,3,LSU,30
Patrick Ricard,42,FB,ACT,75,305,6,Maine,30
Demarcus Robinson,10,WR,ACT,73,203,7,Florida,30
Josh Ross,51,LB,RES,72,229,,R,30
Kevon Seymour,25,CB,ACT,72,185,5,USC,30
David Sharpe,62,OT,DEV,78,330,5,Florida,30
Roquan Smith,18,ILB,ACT,73,236,5,Georgia,30
Julian Stanford,49,LB,DEV,73,230,9,Wagner,30
Ronnie Stanley,79,OT,ACT,78,315,7,Notre Dame,30
Brandon Stephens,21,CB,ACT,73,215,2,SMU,30
Geno Stone,26,FS,ACT,71,209,3,Iowa,30
Jordan Stout,11,P,ACT,75,214,,R,30
Justin Tucker,9,K,ACT,73,183,11,Texas,30
Brent Urban,97,DE,ACT,79,309,9,Virginia,30
Ben Victor,81,WR,DEV,76,199,1,Ohio State,30
Tylan Wallace,16,WR,RES,71,198,2,Oklahoma State,30
Ar'Darius Washington,29,SAF,ACT,68,176,2,TCU,30
Broderick Washington,96,DE,ACT,74,314,3,Texas Tech,30
Raleigh Webb,11,WR,TRD,74,204,,R,30
Kristian Welch,57,LB,ACT,75,242,3,Iowa,30
Marcus Williams,32,FS,ACT,73,207,6,Utah,30
Damarion Williams,22,CB,ACT,70,180,,R,30
Daryl Worley,41,CB,RES,73,210,7,West Virginia,30
Kevin Zeitler,70,G,ACT,76,339,11,Wisconsin,30
McTelvin Agim,95,DT,DEV,75,300,3,Arkansas,18
Christopher Allen,45,LB,RES,76,242,,R,18
Dakota Allen,59,LB,ACT,73,232,4,Texas Tech,18
Calvin Anderson,76,OT,ACT,77,300,4,Texas,18
Quinn Bailey,75,OT,ACT,78,323,1,Arizona State,18
Essang Bassey,34,DB,ACT,70,190,3,Wake Forest,18
Andrew Beck,83,TE,ACT,75,255,4,Texas,18
Trinity Benson,17,WR,TRC,72,187,2,East Central,18
Jacob Bobenmoyer,46,LS,ACT,74,235,3,Northern Colorado,18
Victor Bolden,,WR,DEV,68,178,3,Oregon State,18
Garett Bolles,72,OT,RES,77,300,6,Utah,18
Nik Bonitto,42,LB,ACT,75,240,,R,18
Mike Boone,26,RB,ACT,70,206,5,Cincinnati,18
Baron Browning,56,OLB,ACT,75,240,2,Ohio State,18
Bradley Chubb,55,OLB,TRD,76,275,5,N.C. State,18
Tyrie Cleveland,16,WR,DEV,74,205,3,Florida,18
Tom Compton,69,G,ACT,78,315,10,South Dakota,18
Jonathon Cooper,53,OLB,ACT,76,257,2,Ohio State,18
Damarea Crockett,28,RB,RES,71,225,2,Missouri,18
Lloyd Cushenberry,79,C,RES,76,315,3,LSU,18
Dominique Dafney,,TE,CUT,74,243,2,Indiana State,18
Ronald Darby,23,CB,RES,71,193,8,Florida State,18
Kaden Davis,13,WR,DEV,73,190,,R,18
Christian DiLauro,,OT,DEV,78,300,1,Illinois,18
Greg Dulcich,80,TE,ACT,76,245,,R,18
Chase Edmonds,19,RB,RES,69,205,5,Fordham,18
Cameron Fleming,73,OT,ACT,77,320,9,Stanford,18
Mitchell Fraboni,48,LS,RES,74,223,1,Arizona State,18
Elijah Garcia,71,DE,ACT,77,302,,R,18
Graham Glasgow,61,G,ACT,78,310,7,Michigan,18
Melvin Gordon,25,RB,TRT,73,215,8,Wisconsin,18
Randy Gregory,5,OLB,RES,77,242,5,Nebraska,18
Jonas Griffith,50,ILB,RES,76,250,2,Indiana State,18
Jarrett Guarantano,,QB,DEV,76,220,,R,18
KJ Hamler,1,WR,RES,69,178,3,Penn State,18
Anthony Harris,41,DB,CUT,73,202,8,Virginia,18
Jonathan Harris,92,DT,ACT,77,295,2,Lindenwood,18
Matt Henningsen,91,DT,ACT,75,291,,R,18
Faion Hicks,29,CB,DEV,70,192,,R,18
Kendall Hinton,9,WR,ACT,72,195,2,Wake Forest,18
Kareem Jackson,22,S,ACT,70,183,13,Alabama,18
Lamar Jackson,,CB,DEV,74,208,2,Nebraska,18
Jerry Jeudy,10,WR,ACT,73,193,3,Alabama,18
Josey Jewell,47,ILB,ACT,74,236,5,Iowa,18
Josh Johnson,11,QB,TRC,74,205,8,San Diego,18
Brandon Johnson,89,WR,ACT,74,195,,R,18
D.J. Jones,97,NT,ACT,72,305,6,Mississippi,18
Dre'Mont Jones,93,DE,ACT,75,281,4,Ohio State,18
Dalton Keene,,TE,CUT,76,251,3,Virginia Tech,18
Jonathan Kongbo,90,DE,DEV,77,256,1,Tennessee,18
Harvey Langi,38,LB,ACT,74,252,5,BYU,18
P.J. Locke,37,DB,ACT,70,202,3,Texas,18
Marlon Mack,37,RB,ACT,71,210,6,University of South Florida,18
Jake Martin,54,DE,ACT,74,242,5,Temple,18
Damarri Mathis,27,CB,ACT,71,195,,R,18
Kana'i Mauga,43,ILB,CUT,74,245,,R,18
Tyreik McAllister,,RB,CUT,71,180,,R,18
Zach McCloud,51,OLB,CUT,74,235,,R,18
Brandon McManus,8,K,ACT,75,201,9,Temple,18
Ja'Quan McMillian,35,CB,DEV,70,183,,R,18
Quinn Meinerz,77,G,ACT,75,320,2,Wisconsin-Whitewater,18
Latavius Murray,28,RB,ACT,75,230,10,UCF,18
Netane Muti,52,G,ACT,75,315,3,Fresno State,18
Michael Ojemudia,13,CB,ACT,73,200,3,Iowa,18
Albert Okwuegbunam,85,TE,ACT,77,258,3,Missouri,18
Devine Ozigbo,36,RB,DEV,74,225,4,Nebraska,18
Dylan Parham,48,TE,CUT,77,245,,R,18
Tim Patrick,81,WR,RES,76,212,5,Utah,18
Aaron Patrick,94,LB,RES,76,245,2,Eastern Kentucky,18
Darius Phillips,20,CB,ACT,70,190,5,Western Michigan,18
Mike Purcell,98,NT,ACT,75,328,7,Wyoming,18
Dalton Risner,66,G,ACT,77,312,4,Kansas State,18
Brett Rypien,4,QB,ACT,74,202,3,Boise State,18
Eric Saubert,82,TE,ACT,77,253,5,Drake,18
Darrius Shepherd,9,WR,CUT,71,186,3,North Dakota State,18
Will Sherman,78,G,DEV,76,310,1,Colorado,18
Justin Simmons,31,FS,ACT,74,202,7,Boston College,18
Alex Singleton,49,ILB,ACT,74,240,4,Montana State,18
Vyncint Smith,,WR,TRD,75,202,4,Limestone,18
Caden Sterns,30,FS,RES,73,207,2,Texas,18
Justin Strnad,40,LB,ACT,75,235,3,Wake Forest,18
Pat Surtain II,2,CB,ACT,74,202,2,Alabama,18
Courtland Sutton,14,WR,ACT,76,216,5,SMU,18
Eric Tomlinson,87,TE,ACT,78,263,7,Texas-El Paso,18
Casey Tucker,74,OT,RES,78,315,1,Arizona State,18
Billy Turner,57,OT,RES,77,310,9,North Dakota State,18
Delarrin Turner-Yell,32,SAF,ACT,71,200,,R,18
Eyioma Uwazurike,96,DT,ACT,78,320,,R,18
Jalen Virgil,15,WR,ACT,73,210,,R,18
Corliss Waitman,17,P,ACT,74,210,1,South Alabama,18
Montrell Washington,12,WR,ACT,70,170,,R,18
Luke Wattenberg,60,C,ACT,77,300,,R,18
Ray Wilborn,,LB,DEV,75,230,1,Ball State,18
DeShawn Williams,99,DE,ACT,73,292,4,Clemson,18
Javonte Williams,33,RB,RES,70,220,2,North Carolina,18
K'Waun Williams,21,FS,ACT,69,185,8,Pittsburgh,18
Russell Wilson,3,QB,ACT,71,215,11,Wisconsin,18
Hakeem Adeniji,77,OT,ACT,76,315,3,Kansas,23
Cal Adomitis,48,LS,ACT,74,238,,R,23
Brandon Allen,8,QB,ACT,74,209,6,Arkansas,23
Tycen Anderson,26,SAF,RES,74,210,,R,23
Eli Apple,20,CB,ACT,73,203,7,Ohio State,23
Devin Asiasi,86,TE,ACT,75,260,3,UCLA,23
Chidobe Awuzie,22,CB,RES,72,203,6,Colorado,23
Joe Bachie,49,LB,ACT,74,235,3,Michigan State,23
Markus Bailey,51,LB,ACT,72,235,3,Purdue,23
Jessie Bates,30,FS,ACT,73,200,5,Wake Forest,23
Vonn Bell,24,S,ACT,71,215,7,Ohio State,23
Nick Bowers,82,TE,DEV,76,265,2,Penn State,23
Tyler Boyd,83,WR,ACT,74,203,7,Pittsburgh,23
Ben Brown,62,C,RES,77,312,,R,23
Jake Browning,6,QB,DEV,74,210,1,Washington,23
Joe Burrow,9,QB,ACT,76,215,3,LSU,23
Alex Cappa,65,G,ACT,78,310,5,Humboldt State,23
Jackson Carman,79,G,ACT,77,322,2,Clemson,23
Owen Carney,93,OLB,DEV,75,275,,R,23
Zachary Carter,95,DT,ACT,76,290,,R,23
Ja'Marr Chase,1,WR,ACT,72,201,2,LSU,23
Drue Chrisman,4,P,ACT,75,211,1,Ohio State,23
Devin Cochran,76,OT,DEV,79,310,,R,23
La'el Collins,71,OT,ACT,76,315,8,LSU,23
Yusuf Corker,21,DB,DEV,72,197,,R,23
Domenique Davis,72,DT,DEV,74,326,1,UNC Pembroke,23
Jalen Davis,35,CB,ACT,70,190,3,Utah State,23
Akeem Davis-Gaither,59,LB,ACT,74,228,3,Appalachian State,23
Chris Evans,25,RB,ACT,71,215,2,Michigan,23
Tre Flowers,33,CB,ACT,75,200,5,Oklahoma State,23
Allan George,42,CB,DEV,73,195,,R,23
Nate Gilliam,66,G,DEV,76,310,1,Wake Forest,23
Jeffrey Gunter,93,DE,ACT,76,263,,R,23
Clark Harris,46,LS,RES,77,250,14,Rutgers,23
Trey Hendrickson,91,DE,ACT,76,270,6,Florida Atlantic,23
Tee Higgins,85,WR,ACT,76,219,3,Clemson,23
B.J. Hill,92,DT,ACT,75,311,5,N.C. State,23
Daxton Hill,23,DB,ACT,72,192,,R,23
Trey Hill,63,C,ACT,76,335,2,Georgia,23
Mike Hilton,21,CB,ACT,69,184,6,Mississippi,23
Elijah Holyfield,36,RB,RES,70,215,2,Georgia,23
Sam Hubbard,94,DE,ACT,77,265,5,Ohio State,23
Kevin Huber,10,P,DEV,73,210,14,Cincinnati,23
Tanner Hudson,,TE,DEV,77,239,3,Southern Arkansas,23
Hayden Hurst,88,TE,ACT,76,250,5,South Carolina,23
Trenton Irwin,16,WR,ACT,74,200,2,Stanford,23
Tyron Johnson,,WR,DEV,73,193,3,Oklahoma State,23
Raymond Johnson III,69,DE,DEV,75,264,2,Georgia Southern,23
Clay Johnston,44,LB,ACT,73,232,3,Baylor,23
Keandre Jones,47,LB,DEV,75,220,2,Maryland,23
Khalid Kareem,90,DE,TRD,76,268,3,Notre Dame,23
Ted Karras,64,C,ACT,76,310,7,Illinois,23
Kwamie Lassiter II,18,WR,DEV,71,185,,R,23
Evan McPherson,2,K,ACT,71,185,2,Florida,23
Joe Mixon,28,RB,ACT,73,220,6,Oklahoma,23
Stanley Morgan,17,WR,ACT,72,205,4,Nebraska,23
Desmond Noel,60,G,CUT,76,310,,R,23
Joseph Ossai,58,DE,ACT,76,263,2,Texas,23
Samaje Perine,34,RB,ACT,71,235,6,Oklahoma,23
Germaine Pratt,57,LB,ACT,75,250,4,N.C. State,23
Isaiah Prince,75,OT,DEV,79,300,4,Ohio State,23
D.J. Reader,98,DT,ACT,75,335,7,Clemson,23
Cameron Sample,96,DE,ACT,75,272,2,Tulane,23
Drew Sample,89,TE,RES,77,255,4,Washington,23
Tegray Scales,45,LB,CUT,73,233,1,Indiana,23
Max Scharping,74,G,ACT,78,325,4,Northern Illinois,23
Tyler Shelvin,99,DT,CUT,74,350,2,LSU,23
D'Ante Smith,70,OT,ACT,77,309,2,East Carolina,23
Trent Taylor,11,WR,ACT,68,181,5,Louisiana Tech,23
Cam Taylor-Britt,29,CB,ACT,71,202,,R,23
Marvell Tell,39,SAF,DEV,74,195,2,USC,23
Michael Thomas,31,DB,ACT,71,192,9,Stanford,23
Mike Thomas,80,WR,CUT,73,197,7,Southern Mississippi,23
Jay Tufele,97,DT,ACT,75,305,2,USC,23
Josh Tupou,68,DT,ACT,75,340,5,Colorado,23
Cordell Volson,67,G,ACT,78,315,,R,23
Mitchell Wilcox,84,TE,ACT,76,250,3,University of South Florida,23
Jonah Williams,73,OT,ACT,77,312,4,Alabama,23
Trayveon Williams,32,RB,ACT,68,206,4,Texas A&M,23
Brandon Wilson,40,DB,PUP,70,200,6,Houston,23
Logan Wilson,55,LB,ACT,74,245,3,Wyoming,23
Mario Addison,97,DL,ACT,75,260,12,Troy,21
Jordan Akins,88,TE,ACT,76,243,5,UCF,21
Kyle Allen,3,QB,ACT,75,210,4,Houston,21
Darius Anderson,30,RB,RES,71,212,1,TCU,21
Grayland Arnold,35,SAF,RSR,70,187,3,Baylor,21
Alex Bachman,81,WR,DEV,72,190,1,Wake Forest,21
Eno Benjamin,20,RB,ACT,69,207,3,Arizona State,21
Thomas Booker,56,DT,ACT,75,301,,R,21
Justin Britt,68,C,RSN,78,315,8,Missouri,21
Pharaoh Brown,85,TE,TRD,78,258,5,Oregon,21
Brandin Bryant,,DT,DEV,74,305,1,Florida Atlantic,21
Rex Burkhead,28,RB,ACT,70,215,10,Nebraska,21
Jalen Camp,17,WR,ACT,74,220,1,Georgia Tech,21
A.J. Cann,60,G,ACT,75,320,8,South Carolina,21
Blake Cashman,53,OLB,ACT,73,237,4,Minnesota,21
Maliek Collins,96,DT,ACT,74,310,7,Nebraska,21
Nico Collins,12,WR,ACT,76,215,2,Michigan,21
Chris Conley,18,WR,TRT,75,205,8,Georgia,21
Brandin Cooks,13,WR,ACT,70,183,9,Oregon State,21
Davion Davis,14,WR,DEV,71,199,2,Sam Houston State,21
Austin Deculus,76,OT,ACT,77,321,,R,21
Micah Dew-Treadway,98,DT,CUT,76,315,,R,21
Gerrid Doaks,23,RB,CUT,71,228,1,Cincinnati,21
Phillip Dorsett,4,WR,ACT,70,192,8,Miami,21
Jeff Driskel,6,QB,ACT,76,235,7,Louisiana Tech,21
Michael Dwumfour,50,DT,CUT,73,296,1,Rutgers,21
Drew Estrada,81,WR,DEV,72,196,,R,21
Nick Eubanks,,TE,CUT,77,256,1,Michigan,21
